0,77.0
1,77.0
2,60.0
3,76.0
4,75.0
5,75.0
6,74.0
7,59.0
8,74.0
9,74.0
10,20.0
11,16.0
12,2.0
13,17.0
14,18.0
15,76.0
16,72.0
17,60.0
18,73.0
19,75.0
20,75.0
21,74.0
22,60.0
23,75.0
24,75.0
